time,load,wind_power,solar_power,temp,wind_speed,irradiance,snowfall,visibility,precipitation,humidity,dhi,dni,ghi,season,day_of_week
2021-05-15 12:00:00,19058.25,3665.8333333333335,9444.333333333334,24.56833333333333,4.641666666666667,878.15,0.0,10000.0,0.0,35.36066666666667,253.05,662.6166666666667,878.15,spring,5
2021-05-15 13:00:00,18629.08333333333,4363.833333333333,9313.25,24.543333333333337,4.79,745.0500000000001,0.0,10000.0,0.0,35.1205,274.93333333333334,530.75,745.0500000000001,spring,5
2021-05-15 14:00:00,18963.5,4348.166666666667,10226.25,24.053333333333335,5.04,557.8166666666667,0.0,10000.0,0.0,35.63283333333333,214.76666666666665,436.0,557.8166666666667,spring,5
2021-05-15 15:00:00,19855.666666666668,4127.666666666667,10327.75,23.62,5.18,411.56666666666666,0.0,10000.0,0.0,36.322,141.61666666666665,413.9,411.56666666666666,spring,5
2021-05-15 16:00:00,20964.166666666668,3874.0,9765.0,21.761666666666667,5.135000000000001,303.1333333333333,0.0,10000.0,0.0,40.72766666666667,97.55,421.25,303.1333333333333,spring,5
2021-05-15 17:00:00,22450.58333333333,3705.8333333333335,8660.666666666666,19.973333333333333,4.6883333333333335,177.73333333333335,0.0,10000.0,0.0,46.394,80.3,331.90000000000003,177.73333333333335,spring,5
2021-05-15 18:00:00,23583.33333333333,4051.75,5117.0,18.005,4.085,51.15,0.0,10000.0,0.0,53.36116666666666,31.066666666666663,130.75,51.15,spring,5
2021-05-15 19:00:00,24599.08333333333,3784.4166666666665,698.75,16.611666666666668,3.8083333333333336,1.7666666666666666,0.0,10000.0,0.0,57.85483333333334,1.4333333333333331,5.733333333333333,1.7666666666666666,spring,5
2021-05-15 20:00:00,25372.33333333333,3395.25,0.0,15.775,3.796666666666667,0.0,0.0,10000.0,0.0,60.96566666666667,0.0,0.0,0.0,spring,5
2021-05-15 21:00:00,24911.25,3612.5,0.0,14.976666666666668,3.773333333333333,0.0,0.0,10000.0,0.0,64.25466666666667,0.0,0.0,0.0,spring,5
2021-05-15 22:00:00,23715.916666666668,3921.5833333333335,0.0,14.238333333333337,3.598333333333334,0.0,0.0,10000.0,0.0,67.32883333333334,0.0,0.0,0.0,spring,5
2021-05-15 23:00:00,22343.83333333333,3818.9166666666665,0.0,13.65,3.361666666666667,0.0,0.0,10000.0,0.0,69.81883333333333,0.0,0.0,0.0,spring,5
2021-05-16 00:00:00,21315.08333333333,3539.5,0.0,13.208333333333334,3.2133333333333334,0.0,0.0,10000.0,0.0,71.78683333333333,0.0,0.0,0.0,spring,6
2021-05-16 01:00:00,20433.75,3373.333333333333,0.0,12.896666666666668,3.141666666666667,0.0,0.0,10000.0,0.0,73.2,0.0,0.0,0.0,spring,6
2021-05-16 02:00:00,19837.916666666668,3344.583333333333,0.0,12.643333333333333,3.1166666666666667,0.0,0.0,10000.0,0.0,74.30683333333333,0.0,0.0,0.0,spring,6
