sample_id,event_type,core_start_time,core_end_time,start_time,end_time,core_n_steps,duration_hours,window_duration_hours,month,low_irradiance_flag,low_wind_flag,imbalance_tau,imbalance_tau_mode,delta_t_hours,cum_deficit,netload_ramp_max,imbalance_duration,netload_peak,netload_mean
S0261,大风/沙尘暴,2021-04-05 09:00:00,2021-04-05 16:00:00,2021-04-05 07:00:00,2021-04-05 18:00:00,8,8,12,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,5975.000000000004,0.0,18086.000000000004,8737.770833333332
S0262,大风/沙尘暴,2021-04-13 10:00:00,2021-04-13 18:00:00,2021-04-13 08:00:00,2021-04-13 20:00:00,9,9,13,4,1,0,18945.666666666664,monthly_quantile,1.0,5293.916666666668,6713.6666666666715,2.0,21596.833333333336,9885.78205128205
S0263,大风/沙尘暴,2021-04-20 11:00:00,2021-04-20 16:00:00,2021-04-20 09:00:00,2021-04-20 18:00:00,6,6,10,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,6175.249999999998,0.0,18375.91666666666,8469.174999999997
S0264,大风/沙尘暴,2021-04-21 07:00:00,2021-04-21 16:00:00,2021-04-21 05:00:00,2021-04-21 18:00:00,10,10,14,4,1,0,18945.666666666664,monthly_quantile,1.0,186.75000000000364,6534.83333333333,1.0,19132.416666666668,10030.595238095237
S0265,大风/沙尘暴,2021-04-24 11:00:00,2021-04-24 16:00:00,2021-04-24 09:00:00,2021-04-24 18:00:00,6,6,10,4,1,0,18945.666666666664,monthly_quantile,1.0,0.0,6506.66666666667,0.0,14198.833333333336,5170.291666666665
S0266,大风/沙尘暴,2021-05-01 11:00:00,2021-05-01 17:00:00,2021-05-01 09:00:00,2021-05-01 19:00:00,7,7,11,5,1,0,19349.458333333332,monthly_quantile,1.0,858.7083333333358,5363.250000000002,1.0,20208.166666666668,7925.257575757574
S0267,大风/沙尘暴,2021-05-02 08:00:00,2021-05-02 17:00:00,2021-05-02 06:00:00,2021-05-02 19:00:00,10,10,14,5,1,0,19349.458333333332,monthly_quantile,1.0,53.12499999999636,5638.249999999993,1.0,19402.58333333333,7691.446428571427
S0268,大风/沙尘暴,2021-05-03 10:00:00,2021-05-03 15:00:00,2021-05-03 08:00:00,2021-05-03 17:00:00,6,6,10,5,0,0,19349.458333333332,monthly_quantile,1.0,0.0,2870.749999999998,0.0,13502.333333333334,8845.124999999998
S0269,大风/沙尘暴,2021-05-07 12:00:00,2021-05-07 16:00:00,2021-05-07 10:00:00,2021-05-07 18:00:00,5,5,9,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,5263.333333333334,0.0,16729.166666666664,8396.027777777777
S0270,大风/沙尘暴,2021-05-08 11:00:00,2021-05-08 16:00:00,2021-05-08 09:00:00,2021-05-08 18:00:00,6,6,10,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,4470.6666666666715,0.0,15738.75,8711.474999999997
S0271,大风/沙尘暴,2021-05-15 13:00:00,2021-05-15 17:00:00,2021-05-15 11:00:00,2021-05-15 19:00:00,5,5,9,5,1,0,19349.458333333332,monthly_quantile,1.0,766.4583333333285,5701.333333333332,1.0,20115.91666666666,8871.9537037037
S0272,大风/沙尘暴,2021-05-19 11:00:00,2021-05-19 18:00:00,2021-05-19 09:00:00,2021-05-19 20:00:00,8,8,12,5,1,0,19349.458333333332,monthly_quantile,1.0,7025.333333333339,5885.833333333341,2.0,23798.916666666668,9702.715277777777
S0273,大风/沙尘暴,2021-05-20 06:00:00,2021-05-20 18:00:00,2021-05-20 04:00:00,2021-05-20 20:00:00,13,13,17,5,1,0,19349.458333333332,monthly_quantile,1.0,2656.75,4561.083333333325,2.0,21679.833333333336,11257.941176470587
S0274,大风/沙尘暴,2021-05-21 05:00:00,2021-05-21 16:00:00,2021-05-21 03:00:00,2021-05-21 18:00:00,12,12,16,5,1,0,19349.458333333332,monthly_quantile,1.0,0.0,4347.0,0.0,18565.250000000004,10540.880208333332
S0275,大风/沙尘暴,2021-06-06 12:00:00,2021-06-06 17:00:00,2021-06-06 10:00:00,2021-06-06 19:00:00,6,6,10,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,5602.083333333336,0.0,21827.750000000004,8652.249999999998
S0276,大风/沙尘暴,2021-06-07 13:00:00,2021-06-07 16:00:00,2021-06-07 11:00:00,2021-06-07 18:00:00,4,4,8,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,4036.5833333333303,0.0,15958.916666666664,11187.114583333334
S0277,大风/沙尘暴,2021-06-08 12:00:00,2021-06-08 15:00:00,2021-06-08 10:00:00,2021-06-08 17:00:00,4,4,8,6,0,0,22475.541666666668,monthly_quantile,1.0,0.0,2715.2500000000036,0.0,11846.249999999998,7680.812499999997
S0278,大风/沙尘暴,2021-06-09 11:00:00,2021-06-09 17:00:00,2021-06-09 09:00:00,2021-06-09 19:00:00,7,7,11,6,1,0,22475.541666666668,monthly_quantile,1.0,0.0,4384.916666666668,0.0,20457.916666666668,11077.0
S0279,大风/沙尘暴,2021-08-17 09:00:00,2021-08-17 18:00:00,2021-08-17 07:00:00,2021-08-17 20:00:00,10,10,14,8,1,0,27881.145833333336,monthly_quantile,1.0,13463.729166666631,4230.916666666653,3.0,33263.83333333333,23086.15476190476
S0280,大风/沙尘暴,2021-08-18 10:00:00,2021-08-18 17:00:00,2021-08-18 08:00:00,2021-08-18 19:00:00,8,8,12,8,1,0,27881.145833333336,monthly_quantile,1.0,699.8541666666642,4618.6666666666715,1.0,28581.0,17596.659722222223
S0281,大风/沙尘暴,2021-10-11 07:00:00,2021-10-12 03:00:00,2021-10-11 05:00:00,2021-10-12 05:00:00,21,21,25,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,5894.6666666666715,0.0,22254.41666666666,15422.836666666662
S0282,大风/沙尘暴,2021-10-12 07:00:00,2021-10-12 12:00:00,2021-10-12 05:00:00,2021-10-12 14:00:00,6,6,10,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,2481.3333333333394,0.0,19597.416666666668,12149.175000000003
S0283,大风/沙尘暴,2021-10-24 07:00:00,2021-10-24 15:00:00,2021-10-24 05:00:00,2021-10-24 17:00:00,9,9,13,10,1,0,22707.416666666664,monthly_quantile,1.0,0.0,5996.583333333336,0.0,20698.250000000004,12869.564102564102
S0284,大风/沙尘暴,2021-12-09 11:00:00,2021-12-09 14:00:00,2021-12-09 09:00:00,2021-12-09 16:00:00,4,4,8,12,1,0,23635.479166666664,monthly_quantile,1.0,0.0,3632.6666666666642,0.0,23035.75,18907.40625
S0285,大风/沙尘暴,2021-12-13 09:00:00,2021-12-13 14:00:00,2021-12-13 07:00:00,2021-12-13 16:00:00,6,6,10,12,1,0,23635.479166666664,monthly_quantile,1.0,1912.9375000000036,2298.833333333332,1.0,25548.416666666668,21499.275
S0286,大风/沙尘暴,2021-12-24 09:00:00,2021-12-24 14:00:00,2021-12-24 07:00:00,2021-12-24 16:00:00,6,6,10,12,1,0,23635.479166666664,monthly_quantile,1.0,0.0,5242.833333333325,0.0,20165.749999999993,13961.908333333331
S0287,大风/沙尘暴,2021-12-26 09:00:00,2021-12-26 13:00:00,2021-12-26 07:00:00,2021-12-26 15:00:00,5,5,9,12,1,0,23635.479166666664,monthly_quantile,1.0,0.0,2982.0833333333358,0.0,16131.333333333328,10450.166666666664
S0288,大风/沙尘暴,2021-12-27 10:00:00,2021-12-27 14:00:00,2021-12-27 08:00:00,2021-12-27 16:00:00,5,5,9,12,1,0,23635.479166666664,monthly_quantile,1.0,0.0,3734.2500000000036,0.0,22599.5,17333.527777777777
